timestamp,mid_price,spread,imbalance,bid_price,bid_volume,ask_price,ask_volume
2025-07-24 22:00:47.806529,118790.845,0.010000000009313226,-4.099559999999999,118790.84,1.45577,118790.85,5.25247
2025-07-24 22:00:47.893156,118790.845,0.010000000009313226,-3.8219199999999995,118790.84,1.45577,118790.85,5.25247
2025-07-24 22:00:48.007120,118790.845,0.010000000009313226,-3.7371499999999997,118790.84,1.45577,118790.85,5.25262
2025-07-24 22:00:48.108814,118790.845,0.010000000009313226,-4.445759999999999,118790.84,1.17677,118790.85,5.68223
2025-07-24 22:00:48.204737,118790.845,0.010000000009313226,-5.79843,118790.84,0.20913,118790.85,5.93488
2025-07-24 22:00:48.302116,118790.845,0.010000000009313226,-7.05474,118790.84,0.07311,118790.85,7.0551
2025-07-24 22:00:48.398746,118790.845,0.010000000009313226,-6.986420000000001,118790.84,0.19876,118790.85,7.0551
2025-07-24 22:00:48.500663,118790.845,0.010000000009313226,-6.748289999999999,118790.84,0.19886,118790.85,6.81692
2025-07-24 22:00:48.607000,118790.845,0.010000000009313226,-6.73624,118790.84,0.21086,118790.85,6.81687
2025-07-24 22:00:48.706793,118790.845,0.010000000009313226,-6.31496,118790.84,0.21086,118790.85,6.39559
2025-07-24 22:00:48.806256,118790.845,0.010000000009313226,-4.85047,118790.84,0.70967,118790.85,5.70705
2025-07-24 22:00:48.907261,118790.845,0.010000000009313226,-4.5695,118790.84,0.70972,118790.85,5.53854
2025-07-24 22:00:48.998529,118790.845,0.010000000009313226,-4.8807,118790.84,0.70576,118790.85,5.56819
2025-07-24 22:00:49.097239,118790.845,0.010000000009313226,-4.09933,118790.84,1.2005,118790.85,5.55935
2025-07-24 22:00:49.204324,118790.845,0.010000000009313226,-2.6182399999999997,118790.84,2.04282,118790.85,4.97845
2025-07-24 22:00:49.297672,118790.845,0.010000000009313226,-2.0870100000000003,118790.84,2.04235,118790.85,4.68462
2025-07-24 22:00:49.406592,118790.845,0.010000000009313226,-2.08716,118790.84,2.04235,118790.85,4.68462
2025-07-24 22:00:49.495721,118790.845,0.010000000009313226,-1.3635099999999998,118790.84,2.76215,118790.85,4.68077
2025-07-24 22:00:49.605960,118790.845,0.010000000009313226,-2.3032999999999997,118790.84,2.04271,118790.85,4.68077
2025-07-24 22:00:49.696657,118790.845,0.010000000009313226,-2.3036000000000008,118790.84,2.04271,118790.85,4.68092
2025-07-24 22:00:49.806140,118790.845,0.010000000009313226,-2.5822300000000005,118790.84,2.04271,118790.85,4.68191
2025-07-24 22:00:49.903168,118790.845,0.010000000009313226,-2.5824300000000004,118790.84,2.04271,118790.85,4.68191
2025-07-24 22:00:49.997849,118790.845,0.010000000009313226,-2.58253,118790.84,2.04266,118790.85,4.68191
2025-07-24 22:00:50.100639,118790.845,0.010000000009313226,-2.56991,118790.84,2.05486,118790.85,4.68149
2025-07-24 22:00:50.209125,118790.845,0.010000000009313226,-2.56982,118790.84,2.05486,118790.85,4.6814
2025-07-24 22:00:50.296966,118790.845,0.010000000009313226,-3.5807700000000002,118790.84,1.21232,118790.85,4.84981
2025-07-24 22:00:50.391873,118790.845,0.010000000009313226,-4.165170000000001,118790.84,1.16793,118790.85,5.11099
2025-07-24 22:00:50.503774,118790.845,0.010000000009313226,-4.164680000000001,118790.84,1.16842,118790.85,5.11099
2025-07-24 22:00:50.600091,118790.845,0.010000000009313226,-3.72019,118790.84,1.16941,118790.85,4.94513
2025-07-24 22:00:50.695802,118790.845,0.010000000009313226,-2.9731200000000007,118790.84,1.88956,118790.85,4.93672
2025-07-24 22:00:50.808131,118790.845,0.010000000009313226,-3.618410000000001,118790.84,1.16981,118790.85,4.93672
2025-07-24 22:00:50.904113,118790.845,0.010000000009313226,-3.3782900000000007,118790.84,1.40998,118790.85,4.93672
2025-07-24 22:00:51.000377,118790.845,0.010000000009313226,-3.3782900000000007,118790.84,1.40998,118790.85,4.93672
2025-07-24 22:00:51.096273,118790.845,0.010000000009313226,-3.3776800000000007,118790.84,1.40958,118790.85,4.93571
2025-07-24 22:00:51.207122,118790.845,0.010000000009313226,-3.380210000000001,118790.84,1.40705,118790.85,4.93571
2025-07-24 22:00:51.306050,118790.845,0.010000000009313226,-3.379270000000001,118790.84,1.40705,118790.85,4.93477
2025-07-24 22:00:51.409254,118790.845,0.010000000009313226,-3.3798000000000004,118790.84,1.40652,118790.85,4.93477
2025-07-24 22:00:51.503712,118790.845,0.010000000009313226,-1.7076700000000007,118790.84,2.80048,118790.85,4.93424
2025-07-24 22:00:51.599239,118790.845,0.010000000009313226,1.9370800000000004,118790.84,4.02057,118790.85,2.53403
2025-07-24 22:00:51.696375,118790.845,0.010000000009313226,1.9597999999999995,118790.84,4.7399,118790.85,3.23069
2025-07-24 22:00:51.805402,118790.845,0.010000000009313226,1.2314799999999995,118790.84,4.40288,118790.85,3.35668
2025-07-24 22:00:51.911167,118790.845,0.010000000009313226,0.04420000000000002,118790.84,3.47412,118790.85,3.6154
2025-07-24 22:00:51.997107,118790.845,0.010000000009313226,0.043870000000000076,118790.84,3.47402,118790.85,3.61563
2025-07-24 22:00:52.107683,118790.845,0.010000000009313226,2.5651,118790.84,4.73876,118790.85,2.35914
2025-07-24 22:00:52.219157,118790.845,0.010000000009313226,-1.14982,118790.84,2.50195,118790.85,3.83725
2025-07-24 22:00:52.302494,118790.845,0.010000000009313226,-1.6258299999999997,118790.84,2.25991,118790.85,3.83824
2025-07-24 22:00:52.396285,118790.845,0.010000000009313226,-0.7686500000000005,118790.84,2.97986,118790.85,3.83786
2025-07-24 22:00:52.505957,118790.845,0.010000000009313226,-1.7685499999999998,118790.84,1.98316,118790.85,3.84106
2025-07-24 22:00:52.604247,118790.845,0.010000000009313226,-1.7797300000000003,118790.84,1.9823,118790.85,3.85138
2025-07-24 22:00:52.700369,118790.845,0.010000000009313226,-2.1629600000000004,118790.84,1.9784,118790.85,4.23071
2025-07-24 22:00:52.798807,118790.845,0.010000000009313226,-3.7252599999999996,118790.84,0.83502,118790.85,4.39922
2025-07-24 22:00:52.905622,118790.845,0.010000000009313226,-4.2503400000000005,118790.84,0.83514,118790.85,4.39884
2025-07-24 22:00:53.001762,118790.845,0.010000000009313226,-3.78516,118790.84,1.30084,118790.85,4.39872
2025-07-24 22:00:53.097830,118790.845,0.010000000009313226,-2.9211799999999997,118790.84,2.02079,118790.85,4.25472
2025-07-24 22:00:53.199930,118790.845,0.010000000009313226,-2.9181499999999994,118790.84,2.02382,118790.85,4.25472
2025-07-24 22:00:53.309488,118790.845,0.010000000009313226,-2.9184699999999997,118790.84,2.0235,118790.85,4.25472
2025-07-24 22:00:53.401587,118790.845,0.010000000009313226,-2.9184699999999997,118790.84,2.0235,118790.85,4.25472
2025-07-24 22:00:53.505422,118790.845,0.010000000009313226,-2.6408299999999993,118790.84,2.30114,118790.85,4.25472
2025-07-24 22:00:53.605625,118790.845,0.010000000009313226,-2.6666299999999996,118790.84,2.27534,118790.85,4.25472
2025-07-24 22:00:53.713629,118790.845,0.010000000009313226,-0.9806900000000005,118790.84,2.60779,118790.85,3.28196
2025-07-24 22:00:53.801482,118790.845,0.010000000009313226,0.39953999999999956,118790.84,3.72048,118790.85,3.27692
2025-07-24 22:00:53.913555,118790.845,0.010000000009313226,0.3722400000000001,118790.84,3.72149,118790.85,3.24814
2025-07-24 22:00:53.999667,118790.845,0.010000000009313226,0.3724999999999996,118790.84,3.72109,118790.85,3.24748
2025-07-24 22:00:54.095076,118790.845,0.010000000009313226,0.5007299999999999,118790.84,3.722,118790.85,3.12016
2025-07-24 22:00:54.193408,118790.845,0.010000000009313226,0.0036599999999995525,118790.84,3.21615,118790.85,3.11138
2025-07-24 22:00:54.305673,118790.845,0.010000000009313226,-0.021199999999999886,118790.84,3.2162,118790.85,3.13629
2025-07-24 22:00:54.399695,118790.845,0.010000000009313226,0.7566799999999998,118790.84,3.2162,118790.85,2.35841
2025-07-24 22:00:54.501152,118790.845,0.010000000009313226,0.75658,118790.84,3.2162,118790.85,2.35851
2025-07-24 22:00:54.604253,118790.845,0.010000000009313226,0.48713000000000006,118790.84,3.2162,118790.85,2.62796
2025-07-24 22:00:54.708158,118790.845,0.010000000009313226,0.01375999999999955,118790.84,2.96323,118790.85,2.62796
2025-07-24 22:00:54.810492,118790.845,0.010000000009313226,-2.44247,118790.84,2.24237,118790.85,4.35044
2025-07-24 22:00:55.013792,118790.845,0.010000000009313226,-3.2274,118790.84,1.54011,118790.85,4.43296
2025-07-24 22:00:55.100214,118790.845,0.010000000009313226,-2.1831199999999997,118790.84,2.26019,118790.85,4.39143
2025-07-24 22:00:55.204856,118790.845,0.010000000009313226,-2.4507,118790.84,2.26017,118790.85,4.39143
2025-07-24 22:00:55.301419,118790.845,0.010000000009313226,-2.45045,118790.84,2.26022,118790.85,4.39143
2025-07-24 22:00:55.396753,118790.845,0.010000000009313226,-2.45045,118790.84,2.26022,118790.85,4.39143
2025-07-24 22:00:55.502671,118790.845,0.010000000009313226,-2.45045,118790.84,2.26022,118790.85,4.39143
2025-07-24 22:00:55.598130,118790.845,0.010000000009313226,-2.45045,118790.84,2.26022,118790.85,4.39143
2025-07-24 22:00:55.704109,118790.845,0.010000000009313226,-2.1478099999999998,118790.84,2.56286,118790.85,4.39143
2025-07-24 22:00:55.796216,118790.845,0.010000000009313226,-0.75149,118790.84,2.98641,118790.85,3.41866
2025-07-24 22:00:55.908147,118790.845,0.010000000009313226,-0.4926299999999997,118790.84,3.24023,118790.85,3.41362
2025-07-24 22:00:56.005387,118790.845,0.010000000009313226,-0.33601999999999954,118790.84,3.3929,118790.85,3.40968
2025-07-24 22:00:56.096817,118790.845,0.010000000009313226,-0.33601999999999954,118790.84,3.3929,118790.85,3.40968
2025-07-24 22:00:56.192539,118790.845,0.010000000009313226,-0.08304999999999962,118790.84,3.64587,118790.85,3.40968
2025-07-24 22:00:56.304184,118790.845,0.010000000009313226,-0.33601999999999954,118790.84,3.3929,118790.85,3.40968
2025-07-24 22:00:56.402386,118790.845,0.010000000009313226,-1.5813800000000002,118790.84,2.87051,118790.85,4.13265
2025-07-24 22:00:56.499367,118790.845,0.010000000009313226,-1.8398900000000005,118790.84,2.87051,118790.85,4.39116
2025-07-24 22:00:56.594902,118790.845,0.010000000009313226,-1.8399400000000004,118790.84,2.87046,118790.85,4.39116
2025-07-24 22:00:56.706630,118790.845,0.010000000009313226,-1.8396300000000005,118790.84,2.87016,118790.85,4.39055
2025-07-24 22:00:56.818752,118807.37,1.3000000000029104,1.0671000000000002,118806.72,0.78463,118808.02,0.00415
2025-07-24 22:00:56.914799,118808.015,0.010000000009313226,8.802000000000001,118808.01,7.81615,118808.02,0.05138
2025-07-24 22:00:56.995044,118808.015,0.010000000009313226,1.17713,118808.01,5.18334,118808.02,4.05902
2025-07-24 22:00:57.104409,118808.015,0.010000000009313226,3.3826199999999997,118808.01,5.63639,118808.02,2.71418
2025-07-24 22:00:57.199992,118808.015,0.010000000009313226,4.24217,118808.01,5.73689,118808.02,1.80408
2025-07-24 22:00:57.298435,118808.015,0.010000000009313226,4.95612,118808.01,6.42549,118808.02,1.80363
2025-07-24 22:00:57.393325,118808.015,0.010000000009313226,4.7019,118808.01,6.17267,118808.02,1.80373
2025-07-24 22:00:57.505490,118808.015,0.010000000009313226,4.6771,118808.01,6.17272,118808.02,1.82858
2025-07-24 22:00:57.601307,118808.015,0.010000000009313226,5.18277,118808.01,6.67826,118808.02,1.8036
2025-07-24 22:00:57.694498,118808.015,0.010000000009313226,4.7707500000000005,118808.01,6.25288,118808.02,1.80365
2025-07-24 22:00:57.807182,118808.015,0.010000000009313226,5.19193,118808.01,6.67411,118808.02,1.80365
2025-07-24 22:00:57.903856,118808.015,0.010000000009313226,5.193530000000001,118808.01,6.92846,118808.02,2.0564
2025-07-24 22:00:57.999044,118808.015,0.010000000009313226,4.68144,118808.01,6.42277,118808.02,2.0628
2025-07-24 22:00:58.110202,118808.015,0.010000000009313226,5.6279,118808.01,7.09697,118808.02,1.80343
2025-07-24 22:00:58.201331,118808.015,0.010000000009313226,5.10922,118808.01,6.57574,118808.02,1.80343
2025-07-24 22:00:58.297235,118808.015,0.010000000009313226,5.77236,118808.01,7.24979,118808.02,1.80343
2025-07-24 22:00:58.405855,118808.015,0.010000000009313226,5.66475,118808.01,7.14238,118808.02,1.80343
2025-07-24 22:00:58.501975,118808.015,0.010000000009313226,5.772169999999999,118808.01,7.2498,118808.02,1.80343
2025-07-24 22:00:58.598191,118808.015,0.010000000009313226,5.7859799999999995,118808.01,7.2498,118808.02,1.80213
2025-07-24 22:00:58.706436,118808.015,0.010000000009313226,5.78458,118808.01,7.2498,118808.02,1.80213
2025-07-24 22:00:58.805525,118808.015,0.010000000009313226,5.786339999999999,118808.01,7.25001,118808.02,1.80213
2025-07-24 22:00:58.900517,118808.015,0.010000000009313226,5.89565,118808.01,7.1383,118808.02,1.58111
2025-07-24 22:00:59.006555,118808.015,0.010000000009313226,6.10201,118808.01,7.24916,118808.02,1.48561
2025-07-24 22:00:59.103031,118808.015,0.010000000009313226,6.10201,118808.01,7.24916,118808.02,1.48561
2025-07-24 22:00:59.206473,118808.015,0.010000000009313226,8.425270000000001,118808.01,8.03265,118808.02,0.00264
2025-07-24 22:00:59.304612,118808.015,0.010000000009313226,8.424009999999999,118808.01,8.03254,118808.02,0.00384
2025-07-24 22:00:59.408412,118808.015,0.010000000009313226,8.42529,118808.01,8.03259,118808.02,0.00286
2025-07-24 22:00:59.505663,118808.015,0.010000000009313226,7.21384,118808.01,7.52702,118808.02,0.70459
2025-07-24 22:00:59.599412,118808.015,0.010000000009313226,6.5554499999999996,118808.01,7.02128,118808.02,0.80009
2025-07-24 22:00:59.700388,118808.015,0.010000000009313226,6.80812,118808.01,7.274,118808.02,0.80014
2025-07-24 22:00:59.810613,118808.015,0.010000000009313226,6.7567,118808.01,7.27388,118808.02,0.80014
2025-07-24 22:00:59.906731,118808.015,0.010000000009313226,6.45912,118808.01,7.02111,118808.02,0.8447
2025-07-24 22:01:00.011990,118808.015,0.010000000009313226,-2.12962,118808.01,1.38976,118808.02,3.55907
2025-07-24 22:01:00.097753,118808.015,0.010000000009313226,-2.871409999999999,118808.01,1.33539,118808.02,4.01753
2025-07-24 22:01:00.213331,118808.015,0.010000000009313226,-4.37461,118808.01,0.96596,118808.02,4.82315
2025-07-24 22:01:00.305643,118808.015,0.010000000009313226,-5.05037,118808.01,0.90825,118808.02,5.24447
2025-07-24 22:01:00.403117,118808.015,0.010000000009313226,-4.94734,118808.01,0.9382,118808.02,4.9916
2025-07-24 22:01:00.506762,118808.015,0.010000000009313226,-4.54886,118808.01,0.9382,118808.02,4.59297
2025-07-24 22:01:00.607651,118808.015,0.010000000009313226,-4.14839,118808.01,0.93733,118808.02,4.17169
2025-07-24 22:01:00.705694,118808.015,0.010000000009313226,-1.6924099999999993,118808.01,2.86866,118808.02,4.17169
2025-07-24 22:01:00.806109,118808.015,0.010000000009313226,1.69483,118808.01,3.93067,118808.02,2.7326
2025-07-24 22:01:00.904570,118808.015,0.010000000009313226,6.19292,118808.01,6.64886,118808.02,0.67539
2025-07-24 22:01:01.003955,118808.015,0.010000000009313226,5.18787,118808.01,5.90298,118808.02,0.93471
2025-07-24 22:01:01.107076,118808.015,0.010000000009313226,5.49602,118808.01,6.18797,118808.02,0.70654
2025-07-24 22:01:01.203478,118808.015,0.010000000009313226,6.2396,118808.01,6.86865,118808.02,0.70134
2025-07-24 22:01:01.299026,118808.015,0.010000000009313226,6.7997,118808.01,6.89875,118808.02,0.17159
2025-07-24 22:01:01.409124,118808.015,0.010000000009313226,6.3663099999999995,118808.01,6.8978,118808.02,0.60394
2025-07-24 22:01:01.503246,118808.015,0.010000000009313226,6.11289,118808.01,6.8978,118808.02,0.8574
2025-07-24 22:01:01.606914,118808.015,0.010000000009313226,6.684699999999999,118808.01,6.8978,118808.02,0.27043
2025-07-24 22:01:01.693539,118808.015,0.010000000009313226,6.65955,118808.01,6.8978,118808.02,0.29543
2025-07-24 22:01:01.800690,118808.015,0.010000000009313226,7.07745,118808.01,7.1657,118808.02,0.14543
2025-07-24 22:01:01.911887,118808.015,0.010000000009313226,7.33442,118808.01,7.41847,118808.02,0.14553
2025-07-24 22:01:01.994328,118808.015,0.010000000009313226,7.37791,118808.01,7.46,118808.02,0.14367
2025-07-24 22:01:02.106197,118808.015,0.010000000009313226,7.49554,118808.01,7.57763,118808.02,0.14367
2025-07-24 22:01:02.202413,118808.555,0.00999999999476131,15.86691,118808.55,9.94186,118808.56,0.02715
2025-07-24 22:01:02.297960,118808.555,0.00999999999476131,13.77815,118808.55,10.10261,118808.56,0.0276
2025-07-24 22:01:02.394193,118808.555,0.00999999999476131,13.193620000000001,118808.55,10.10256,118808.56,0.1527
2025-07-24 22:01:02.492274,118808.555,0.00999999999476131,10.00924,118808.55,8.87988,118808.56,0.1527
2025-07-24 22:01:02.604022,118808.555,0.00999999999476131,9.2597,118808.55,8.51615,118808.56,0.56326
2025-07-24 22:01:02.701207,118808.555,0.00999999999476131,8.92465,118808.55,8.18095,118808.56,0.56326
2025-07-24 22:01:02.812773,118808.555,0.00999999999476131,8.923589999999999,118808.55,8.18034,118808.56,0.56371
2025-07-24 22:01:02.906161,118808.555,0.00999999999476131,7.724469999999999,118808.55,7.25909,118808.56,0.84158
2025-07-24 22:01:03.017924,118808.555,0.00999999999476131,4.661650000000001,118808.55,6.84632,118808.56,3.08356
2025-07-24 22:01:03.097742,118808.555,0.00999999999476131,1.6481099999999995,118808.55,5.17862,118808.56,3.39715
2025-07-24 22:01:03.194095,118808.555,0.00999999999476131,1.8554800000000005,118808.55,4.87204,118808.56,3.3968
2025-07-24 22:01:03.306454,118808.555,0.00999999999476131,2.50227,118808.55,4.78871,118808.56,2.67685
2025-07-24 22:01:03.401961,118808.555,0.00999999999476131,2.54082,118808.55,5.54716,118808.56,3.3968
2025-07-24 22:01:03.500606,118808.555,0.00999999999476131,2.1467499999999995,118808.55,5.21004,118808.56,3.39685
2025-07-24 22:01:03.595157,118808.555,0.00999999999476131,2.148649999999999,118808.55,5.20984,118808.56,3.39475
2025-07-24 22:01:03.705227,118808.555,0.00999999999476131,2.057949999999999,118808.55,5.20984,118808.56,3.48545
2025-07-24 22:01:03.800940,118808.555,0.00999999999476131,3.281519999999999,118808.55,5.70686,118808.56,2.48281
2025-07-24 22:01:03.897560,118808.555,0.00999999999476131,5.09853,118808.55,6.88665,118808.56,2.20907
2025-07-24 22:01:04.007077,118808.555,0.00999999999476131,4.52269,118808.55,6.63368,118808.56,2.20932
2025-07-24 22:01:04.104289,118808.555,0.00999999999476131,4.80032,118808.55,6.63367,118808.56,2.20927
2025-07-24 22:01:04.210572,118808.555,0.00999999999476131,-1.69623,118808.55,2.38129,118808.56,3.70687
2025-07-24 22:01:04.295988,118808.555,0.00999999999476131,-3.9227700000000008,118808.55,1.12346,118808.56,4.54541
2025-07-24 22:01:04.392657,118808.555,0.00999999999476131,-5.293550000000001,118808.55,0.81055,118808.56,5.5293
2025-07-24 22:01:04.514666,118808.555,0.00999999999476131,-5.3887,118808.55,0.32609,118808.56,5.12521
2025-07-24 22:01:04.600257,118808.555,0.00999999999476131,-5.0473099999999995,118808.55,0.63318,118808.56,4.70398
2025-07-24 22:01:04.694187,118808.555,0.00999999999476131,-5.08871,118808.55,0.63328,118808.56,4.74543
2025-07-24 22:01:04.805730,118808.555,0.00999999999476131,-5.36769,118808.55,0.3543,118808.56,4.74543
2025-07-24 22:01:04.901400,118808.555,0.00999999999476131,-4.84503,118808.55,0.63155,118808.56,4.77032
2025-07-24 22:01:05.003268,118808.555,0.00999999999476131,-4.84553,118808.55,0.63075,118808.56,4.77002
2025-07-24 22:01:05.106993,118808.555,0.00999999999476131,-5.128539999999999,118808.55,0.32285,118808.56,4.74513
2025-07-24 22:01:05.201767,118804.905,0.010000000009313226,-11.77183,118804.9,0.0009,118804.91,8.78086
2025-07-24 22:01:05.298538,118797.535,0.00999999999476131,-10.354209999999998,118797.53,0.97381,118797.54,11.2862
2025-07-24 22:01:05.396025,118797.535,0.00999999999476131,-10.493189999999998,118797.53,1.02029,118797.54,11.59799
2025-07-24 22:01:05.500750,118797.535,0.00999999999476131,-12.91538,118797.53,0.17233,118797.54,12.99646
2025-07-24 22:01:05.594723,118797.535,0.00999999999476131,-13.20219,118797.53,0.12921,118797.54,13.24968
2025-07-24 22:01:05.705832,118797.535,0.00999999999476131,-12.94999,118797.53,0.12869,118797.54,12.99696
2025-07-24 22:01:05.800797,118797.535,0.00999999999476131,-11.44312,118797.53,0.81789,118797.54,12.17929
2025-07-24 22:01:05.907466,118797.535,0.00999999999476131,-11.39047,118797.53,0.85305,118797.54,12.1544
2025-07-24 22:01:06.006864,118797.535,0.00999999999476131,-11.390710000000002,118797.53,0.85281,118797.54,12.1544
2025-07-24 22:01:06.103783,118797.535,0.00999999999476131,-11.39141,118797.53,0.85226,118797.54,12.15455
2025-07-24 22:01:06.206406,118797.535,0.00999999999476131,-11.39141,118797.53,0.85226,118797.54,12.15455
2025-07-24 22:01:06.306789,118797.535,0.00999999999476131,-11.14438,118797.53,0.84705,118797.54,12.17944
2025-07-24 22:01:06.406834,118797.535,0.00999999999476131,-10.707930000000001,118797.53,1.56032,118797.54,12.17863
2025-07-24 22:01:06.504949,118797.535,0.00999999999476131,-4.307919999999999,118797.53,4.22611,118797.54,8.5803
2025-07-24 22:01:06.601947,118797.535,0.00999999999476131,-4.3246899999999995,118797.53,4.22616,118797.54,8.58055
2025-07-24 22:01:06.712669,118797.535,0.00999999999476131,-4.34956,118797.53,4.22609,118797.54,8.60515
2025-07-24 22:01:06.806655,118797.535,0.00999999999476131,-4.6011299999999995,118797.53,4.22652,118797.54,8.85769
2025-07-24 22:01:06.904659,118797.535,0.00999999999476131,-4.927439999999999,118797.53,4.22652,118797.54,8.87028
2025-07-24 22:01:07.008525,118797.535,0.00999999999476131,-6.0715699999999995,118797.53,3.0066,118797.54,8.81146
2025-07-24 22:01:07.104946,118797.535,0.00999999999476131,-6.07152,118797.53,3.0067,118797.54,8.81151
2025-07-24 22:01:07.200104,118797.535,0.00999999999476131,-6.072379999999999,118797.53,3.0067,118797.54,8.81237
2025-07-24 22:01:07.298133,118797.535,0.00999999999476131,-6.991239999999999,118797.53,2.08747,118797.54,8.812
2025-07-24 22:01:07.391457,118797.535,0.00999999999476131,-7.20362,118797.53,2.08747,118797.54,9.02438
2025-07-24 22:01:07.502992,118797.535,0.00999999999476131,-5.533939999999999,118797.53,3.43148,118797.54,9.01189
2025-07-24 22:01:07.598589,118797.535,0.00999999999476131,-5.534320000000001,118797.53,3.43115,118797.54,9.01214
2025-07-24 22:01:07.693791,118797.535,0.00999999999476131,-6.254080000000001,118797.53,2.71144,118797.54,9.01219
2025-07-24 22:01:07.805737,118797.535,0.00999999999476131,-6.254180000000001,118797.53,2.71144,118797.54,9.01229
2025-07-24 22:01:07.901734,118797.535,0.00999999999476131,-6.254230000000001,118797.53,2.71139,118797.54,9.01229
2025-07-24 22:01:07.999770,118797.535,0.00999999999476131,-6.254180000000001,118797.53,2.71139,118797.54,9.01224
2025-07-24 22:01:08.093798,118797.535,0.00999999999476131,-6.254180000000001,118797.53,2.71139,118797.54,9.01224
2025-07-24 22:01:08.205099,118797.535,0.00999999999476131,-6.35055,118797.53,2.62723,118797.54,9.02445
2025-07-24 22:01:08.300907,118797.535,0.00999999999476131,-6.5142500000000005,118797.53,2.48802,118797.54,9.04894
2025-07-24 22:01:08.408172,118797.535,0.00999999999476131,-6.5132900000000005,118797.53,2.48903,118797.54,9.04899
2025-07-24 22:01:08.492273,118797.535,0.00999999999476131,-6.487860000000001,118797.53,2.48957,118797.54,9.0241
2025-07-24 22:01:08.604783,118797.535,0.00999999999476131,-7.12289,118797.53,1.85541,118797.54,9.02497
2025-07-24 22:01:08.701103,118797.535,0.00999999999476131,-7.19876,118797.53,1.75551,118797.54,9.02497
2025-07-24 22:01:08.808531,118797.535,0.00999999999476131,-7.629840000000001,118797.53,1.37686,118797.54,9.02497
2025-07-24 22:01:08.907444,118797.535,0.00999999999476131,-7.716419999999999,118797.53,1.33877,118797.54,9.02497
2025-07-24 22:01:09.006111,118797.535,0.00999999999476131,-7.716569999999999,118797.53,1.33877,118797.54,9.02497
2025-07-24 22:01:09.099394,118797.535,0.00999999999476131,-7.636429999999999,118797.53,1.33879,118797.54,9.02492
2025-07-24 22:01:09.194572,118797.535,0.00999999999476131,-7.6364,118797.53,1.33884,118797.54,9.02499
2025-07-24 22:01:09.306804,118797.535,0.00999999999476131,-7.6364,118797.53,1.33884,118797.54,9.02499
2025-07-24 22:01:09.402511,118792.065,0.010000000009313226,-14.8465,118792.06,0.07092,118792.07,12.62395
2025-07-24 22:01:09.500270,118792.065,0.010000000009313226,-13.20113,118792.06,0.19657,118792.07,13.1191
2025-07-24 22:01:09.595222,118792.065,0.010000000009313226,-14.58405,118792.06,0.07231,118792.07,14.37622
2025-07-24 22:01:09.691124,118792.065,0.010000000009313226,-14.912239999999999,118792.06,0.07143,118792.07,14.63654
2025-07-24 22:01:09.802688,118792.065,0.010000000009313226,-15.057239999999998,118792.06,0.07138,118792.07,15.02004
2025-07-24 22:01:09.901321,118792.065,0.010000000009313226,-15.100140000000001,118792.06,0.02875,118792.07,15.02016
